member_id,page_type,hit,trajectory,stay
2975863,else,2,2966,50
2974413,search_multi,6,30024,116
2973622,entry,1,1700,8
2971922,login,2,576,70
2972907,search_multi,1,4668,7
2972880,detail,7,46995,360
2972870,search_multi,2,27761,186
2972161,edit_scout,13,18615,547
2972161,search_other,3,1318,194
2970748,edit_hope,6,4812,226
2971169,search_pref,1,4606,16
2970914,mypage_index,2,3128,94
2969408,detail,14,94601,2490
2969388,detail,7,21376,594
2969205,detail,9,38434,99
2969078,detail,1,2769,3
2972390,detail,8,36534,2939
2967881,search_multi,1,2878,27
2967808,register,5,1287,143
2967689,search_multi,1,9260,90
2967585,else,8,5553,147
2966047,search_user,8,12388,202
2965445,search_other,1,1616,14494
2965062,search_user,1,637,56
2984272,search_hello,21,33277,30169092
3000829,detail,2,14546,160
3000067,search_user,5,36187,388
2997907,detail,4,8769,633
2998119,search_user,23,304014,1436
2994487,mypage_scout,2,800,326
2993993,detail,4,15248,245
2990292,search_user,5,15771,350
2988916,detail,1,2591,84
2988919,search_user,3,13270,30
2987595,else,6,14476,2139
2987111,mypage_index,8,2407,896
2985069,mypage_consider,3,1028,1073
2984038,register,1,160,127
2982791,search_other,6,22618,82
2981787,search_multi,4,17680,79
2979645,detail,6,8384,101
2979537,detail,6,39324,79
2980085,entry,1,1366,6
2979287,search_user,4,16006,73
2978588,search_user,5,26202,196
2977464,search_multi,1,10396,359
2978112,search_user,4,37304,39
2977186,detail,10,29972,822
2977248,detail,4,11703,113
2976161,mypage_index,3,2091,113
2975175,search_user,4,25035,113
2975090,search_other,3,16851,5245
2972276,detail,5,16100,3316
2974116,search_user,8,61731,269
2971568,detail,10,60366,160
2971199,detail,6,13932,1779
2970148,search_other,2,550,271
2969776,mypage_index,4,3143,151
2969390,mypage_index,3,2581,24
2968252,mypage_scout,1,868,4
2968072,search_pref,2,12798,16
2967347,search_other,7,5748,519
2965506,search_multi,2,12037,533
2965449,register,1,413,67
2964933,detail,8,25161,654
2967619,search_user,15,27354,323
2980653,edit_hope,1,304,16
3000518,search_other,1,10015,757
2997583,detail,9,70974,1756
2997244,detail,1,8150,249
2993584,detail,5,16535,2420
2994058,register,1,0,211
2986880,edit_hope,6,5259,688
2985556,register,1,0,7
2984925,mypage_index,8,218,640
2983506,mypage_scout,2,1300,86
2983627,search_user,3,62624,703
2982113,mypage_index,4,568,192
2981027,search_other,2,13446,613
2980751,detail,3,10043,317
3001264,detail,4,2483,226
3001156,search_user,14,105916,789
3000014,register,1,477,472
2999429,mypage_index,2,978,187
2996828,detail,25,99647,4142
2997447,else,24,18414,5494
2997447,search_multi,1,728,922
2988764,mypage_index,7,5525,9277
2988620,detail,22,56647,5923
2987995,search_other,2,13858,2186
2987111,search_user,5,10301,179
2982435,register,1,0,53
2982383,search_other,2,0,96
2982109,search_other,3,9295,8362
2980848,detail,7,23773,330
2981074,else,22,23643,1634
2980865,search_other,3,19667,68
2979593,detail,4,26442,172
2979033,detail,5,18473,618
2979481,search_other,2,11368,88
2979406,else,10,12813,293
2978812,detail,31,206304,943
2979186,edit_resume,2,2134,58
2978956,search_user,11,70007,1046
2978747,mypage_index,1,257,20
2977309,mypage_scout,1,602,3
2978191,search_user,13,190451,473
2975436,detail,22,58306,2617
2976318,mypage_scout,1,1092,196
2976512,search_user,4,15551,87
2975806,else,4,18591,82
2974884,detail,9,38386,229
2976095,search_user,3,4886,80
2976363,search_multi,7,22896,607
2975497,search_user,2,2325,43
2974925,entry,2,1439,229
2974663,search_multi,4,8353,183
2980729,search_user,7,44577,330
2974208,detail,43,232056,1717
2974216,register,1,913,42
2972675,else,11,28808,20732
2973022,detail,8,43888,212
2971588,register,1,663,24
2971352,search_multi,3,8628,93
2971329,mypage_index,1,289,42
2970293,mypage_scout,6,1901,161
2970924,search_multi,4,24510,229
2969609,else,8,10871,157
2969793,search_other,1,28,810
2969373,login,1,104,56
2967808,edit_resume,2,4794,46
2967221,mypage_index,1,0,5
2966285,edit_resume,13,53407,577
2966296,mypage_index,1,1051,105
2966128,detail,2,5285,211
2965651,detail,13,38958,521
2965277,register,1,851,40
2976134,detail,10,37392,96517
3000854,search_user,5,38790,346
2998081,mypage_index,3,1711,132
2997476,register,2,128,39
3000630,else,6,5456,449
2995081,edit_hope,3,5104,85
2994334,search_user,6,31545,1471
2991595,mypage_scout,26,40066,1338
2992093,search_multi,3,1732,669
2988728,detail,10,49648,1487
2988665,mypage_scout,1,990,771
2988026,mypage_scout,2,0,27
2987285,detail,12,31421,740
2986564,else,3,2058,59
2985247,detail,20,128388,2497
2986281,edit_hope,3,1344,120
2980088,register,3,1029,86
2979940,detail,10,46216,489
2979216,mypage_index,2,0,48
2978192,register,5,910,123
2978578,search_other,3,20410,105
2978274,register,1,0,10
2977448,search_user,3,9515,148
2976137,entry,3,3637,68
2977143,register,1,669,4
2975711,search_other,1,10389,89
2975928,else,8,16709,328
2975788,else,8,8161,184
2975773,search_user,5,31178,93
2975179,else,8,26443,316
2973965,search_other,11,237497,691
2973663,mypage_index,4,1059,56
2973502,search_other,2,12042,150
2973466,search_user,1,312,59
2972700,mypage_scout,6,7547,246
2972465,detail,6,26161,342
2972649,mypage_index,2,1114,70
2972380,detail,2,4086,92
2972306,search_pref,1,7914,15
2971589,mypage_index,1,977,3
2970081,detail,4,7121,110
2969988,detail,5,10227,120345
2969567,search_multi,6,37200,463
2968978,search_other,1,9034,374
2968483,detail,9,34265,22872
2967110,entry,6,6116,132
2966716,search_other,1,20,73
2966435,search_user,3,10772,217
2965814,detail,7,29534,176
2965990,detail,7,29251,1593
2965656,detail,10,39455,1523
2965546,search_city,1,7533,35
2973841,search_user,2,3527,108
2966136,search_user,18,72384,110252
3001212,register,1,663,306
3000542,detail,4,1400,2256
2997702,detail,22,116589,6851
2994752,else,3,3100,124
2992646,mypage_index,4,400,26
2992426,search_multi,1,7000,105
2991206,search_user,1,9044,35
2991139,search_user,1,4967,50
2989742,mypage_scout,9,4500,508
2986971,detail,9,18850,236
2986515,register,1,955,51
2981788,register,2,764,5
2979813,else,8,23523,5746
2980507,register,1,0,761
2980413,search_other,2,12793,186
2979437,register,1,160,141
2981482,search_user,9,80092,458
2978125,search_pref,1,10273,32
2977203,detail,11,52914,444
2977508,search_multi,2,21265,1257
2975380,search_other,5,11995,231
2975254,detail,18,146669,766
2974526,register,1,684,13
2972211,mypage_index,3,258,88
2969828,search_user,4,29572,605
2969429,else,4,19256,359
2970247,detail,2,13530,131
2968151,detail,18,143696,467
2968764,register,1,207,44
2968421,detail,5,50899,773
2967613,mypage_index,1,261,75
2966886,search_user,7,13251,219
2966871,search_user,5,31691,125
2965821,search_multi,2,20933,540
2965716,detail,3,12546,263
2965450,else,2,3996,308
2976192,register,4,1441,129
2994283,search_other,1,9788,1237
2993638,else,2,6059,26
2991887,detail,18,72144,2407
2985168,else,4,9100,317
2984350,entry,10,22293,881
2983586,search_other,3,11134,37268
2982651,entry,1,3216,9
2982084,edit_resume,2,0,1182
2981488,mypage_index,6,4327,646
2981982,search_user,10,78193,496
2981894,search_multi,2,19163,75
2981844,search_user,11,14730,592
2984150,detail,3,12657,106
2980820,register,1,693,41
2980688,mypage_index,1,2235,18
2980569,register,2,945,20
2978842,search_other,3,20977,41
2978588,else,1,626,150
2978200,search_pref,1,306,37
2977787,else,1,1511,37
2977749,detail,4,1957,206
2974364,search_user,2,34784,83
2973468,mypage_consider,1,2344,7
2974204,search_multi,1,120,8
2973264,else,2,279,21
2971536,mypage_consider,1,1,112
2972053,detail,4,19281,140
2971169,edit_scout,1,1470,58
2971045,detail,8,20010,103
2970999,entry,1,153,61
2990867,search_user,1,6323,45
2967146,detail,4,18599,62
2966519,detail,4,1396,176
2982435,search_hello,2,1797,39187
3000487,detail,3,7190,1002
2999501,register,1,822,47
2998584,register,6,1454,264
2992337,mypage_scout,3,1464,66
2991761,login,1,104,41
2988582,search_multi,1,8332,44
2982538,detail,2,15378,453
2981585,detail,1,7898,230
2978303,else,2,9756,178
2977243,search_multi,1,0,18
2976518,register,3,911,82
2975971,register,2,756,35
2975735,search_user,3,12650,148
2974757,search_multi,1,12,26
2974425,search_other,1,9308,4
2974208,register,2,430,32
2974099,edit_hope,6,3837,120
2970420,search_user,3,2164,201
2969045,search_user,2,9949,37
2969006,search_user,4,2048,3047
2968430,search_other,1,754,23
2966296,search_other,2,10794,428
2965411,register,2,108,167
3000020,register,1,538,11
2993228,mypage_index,2,554,66
2989169,search_other,1,584,18
2986971,register,2,669,67
2980673,search_other,6,44473,744
2979581,search_multi,1,4783,21
2979216,search_other,1,5413,26
2978372,search_other,3,17604,66
2976680,detail,6,20216,367
2977818,search_pref,2,424,45
2977186,register,2,687,128
2976040,register,1,970,26
2975358,register,2,478,11
2974563,detail,1,1944,130
2968714,register,1,609,8
2967220,else,2,4431,30
2965750,search_pref,1,0,14
2976363,else,3,1814,67
2998119,edit_hope,2,2880,121
2996922,search_user,2,12631,129
2992169,search_other,1,22800,95
2990218,detail,1,224,24
2985168,search_user,1,21700,1516
2981974,edit_scout,1,403,12
2982277,search_user,1,3324,147
2977076,mypage_index,2,1165,31
2974400,else,2,240,17
2970828,search_other,2,3735,9
2970433,detail,3,2393,239
2970247,register,1,585,6
2969625,else,1,126,91
2968829,register,1,790,46
2967816,detail,1,5027,192
2965286,else,2,2656,75
3001359,search_multi,1,6216,71
2996828,mypage_scout,3,1833,2692
2994651,entry,2,2911,175
2992867,search_multi,2,4347,2598
2987227,search_other,1,3744,670
2987023,search_other,2,11398,96
2985247,mypage_scout,1,764,25
2984039,search_multi,2,0,736
2979588,entry,5,4917,187
2979399,register,2,239,21
2978924,register,2,1101,21
2976672,register,1,633,30
2975032,detail,5,13785,295
2973244,search_other,1,9252,12
2968030,detail,5,12528,99
2967461,search_user,3,11641,218
2966222,edit_hope,3,3034,258
2996729,search_multi,3,7781,336
2996126,search_other,2,9440,140
2994036,else,1,3000,966
2993712,entry,3,2625,29
2993426,entry,1,1388,7
2983758,mypage_scout,2,2267,16
2984138,register,1,400,47
2983502,else,3,3382,2091
2981074,search_user,1,1739,13
2979304,detail,2,7824,48
2980226,search_city,1,37,243
2979170,register,1,0,25
2975983,detail,1,3479,25
2974565,register,3,712,252
2972964,search_other,1,9882,316
2972808,search_other,2,332,899
2972004,detail,3,10252,374
2971506,register,1,758,36
2971368,else,2,3315,75
2995895,register,1,357,966
2991824,detail,1,4425,162
2983888,register,1,636,1
2983789,register,1,332,90
2981488,search_other,1,9180,5
2979241,search_other,3,6120,584
2977933,register,3,442,152
2975481,entry,1,11,24
2973756,detail,1,208,8
2968698,detail,3,14533,167
2968352,register,4,1007,46
2968202,else,1,0,55
2967902,mypage_index,1,1050,103
2971329,search_other,3,1379,29
3000630,search_user,4,16111,262
2995333,search_multi,1,369,1
2989174,register,3,2035,138
2984748,register,1,160,47
2984317,register,1,330,52
2979190,mypage_scout,1,1319,15
2976946,register,1,0,134
2976487,search_multi,1,3408,259
2974264,register,2,836,39
2974161,entry,1,612,30
2970846,search_multi,1,3772,14
2968598,entry,2,3025,68
2966633,detail,2,2697,19
2966138,mypage_index,1,0,111
2976488,search_hello,2,2097,61
3001398,search_user,1,2662,41
2995856,entry,2,3945,488
2991538,search_multi,1,7816,46
2991188,detail,3,1978,113
2986394,search_multi,3,716,1767
2979268,entry,1,895,18
2974688,register,1,619,43
2974543,register,2,435,12
2972583,search_multi,2,1879,61
2972190,search_multi,1,462,451
2971036,edit_hope,1,0,18
2970226,search_other,1,2849,24
2968835,else,1,397,15
2968331,mypage_scout,1,87,24
2968125,register,1,293,17
2966162,detail,4,8749,253
2965766,mypage_index,1,667,97
2965506,else,1,808,108
3000225,register,2,371,295
2997211,register,1,783,110
2993409,else,3,1109,283
2991298,register,1,0,123
2978377,search_other,2,687,477
2976014,mypage_index,2,0,148
2978439,detail,2,8566,28
2975876,register,1,780,6
2974414,detail,2,4035,96
2969770,detail,1,814,19
2968914,search_multi,2,2210,3
2966568,register,1,230,11
2965057,search_user,1,4327,221
2997801,else,1,428,9
2988554,search_other,2,8813,155
2984756,search_other,1,0,70
2978211,detail,12,64948,722
2977687,detail,6,32522,294
2977655,search_other,1,8079,134
2977510,search_user,2,4689,102
2976178,detail,1,6144,193
2976554,search_user,23,87594,1399
2976363,register,2,841,28
2975175,else,2,2377,146
2973094,register,2,548,51
2972952,detail,2,2291,36
2971809,register,1,695,16
2971589,search_user,2,3205,25
2970142,edit_resume,4,6337,403
2969748,search_other,1,2872,57
2969713,detail,9,38254,1488
2969545,register,2,1386,169
2968397,search_user,8,41415,175
2967608,detail,1,6793,21
2967353,mypage_index,2,983,208
2967254,mypage_index,1,21,19
2966389,detail,22,56861,588
2966067,search_user,9,81268,279
2966052,search_user,3,28560,88
2965957,search_multi,4,10232,208
2964976,search_other,1,3034,121
2998446,mypage_scout,11,10376,2940
2996150,entry,1,215,46
2996046,else,2,5245,327
2995308,register,1,284,26
2995159,search_multi,1,4855,70
2995126,register,2,703,37
2990858,register,1,79,107
2990070,search_user,5,15585,289
2988324,entry,5,4398,168
2986390,mypage_index,1,645,25
2982703,else,18,15116,3211
2980172,detail,1,8046,17
2978880,detail,9,4456,1212
2978230,search_other,2,1607,26
2977919,search_multi,4,13901,71
2977186,search_other,5,13380,148
2975273,detail,7,18785,1339
2975114,register,1,63,24
2970846,register,1,389,29
2970094,search_other,2,18826,314
2969390,login,3,710,138
2968517,search_multi,2,11474,1222
2968585,detail,9,40801,272
2965899,search_user,1,2063,109
2965685,edit_hope,1,236,15
2965438,else,2,82,28895
2966217,search_multi,2,574,5386
2967450,else,3,3927,61
3001357,search_user,6,51419,68
3001121,detail,2,6902,77
2997907,edit_hope,2,242,69
2994739,entry,2,3257,229
2994759,else,2,525,274
2994596,login,2,208,67
2991842,register,1,0,180
2991426,edit_resume,6,28715,165
2989994,search_user,1,0,36
2989169,search_user,1,554,18
2988987,mypage_consider,2,1902,1184
2988916,entry,1,1352,76
2988718,search_user,8,22575,668
2985374,else,1,237,94
2983806,mypage_index,2,291,150
2983078,else,4,1090,252
2983193,search_multi,1,377,36
2981974,else,10,9078,1568
2980756,else,21,58547,1738
2979033,edit_hope,4,696,211
2979060,detail,6,9897,211
2978916,mypage_consider,4,912,816
2978477,search_user,2,16038,127
2978230,mypage_index,2,772,38
2976051,detail,1,916,55
2975908,search_user,1,3062,10
2971329,search_user,1,318,17
2971182,search_user,5,26726,426
2969917,register,1,763,17
2969652,detail,2,12101,95
2969583,search_user,2,12520,173
2968709,edit_scout,1,339,41
2968978,search_user,2,14778,55
2966765,search_user,7,41046,113
2966738,detail,8,142270,141
2965972,edit_hope,2,48,86
2965772,register,3,1415,307
2977906,search_multi,7,87500,88919
2970145,search_hello,1,16284,509853
2999947,detail,8,24011,536
2994283,search_user,4,32445,499
2992710,else,2,5657,406
2992633,register,1,356,8
2991472,search_city,2,6827,866
2988710,search_other,2,302,41
2984099,detail,6,0,33991
2983704,mypage_index,1,2094,266
2981952,else,5,5251,1384
2980799,else,11,9805,156
2980114,search_multi,2,13775,303
2979967,register,2,903,16
2979813,search_multi,1,3197,24
2978400,detail,6,9430,114
2977076,else,3,1176,335
2976740,detail,3,11120,501
2976345,search_multi,3,4342,36
2976228,mypage_index,1,248,122
2973673,register,1,400,39
2972840,mypage_consider,4,3106,64
2972505,entry,1,1416,158
2971436,register,1,546,30
2970809,search_other,1,7751,161
2969281,search_other,3,13179,117694
2977827,search_other,1,521,209
2967754,mypage_index,3,1188,98
2966894,search_multi,3,11271,62
2966762,detail,3,12464,12
2966425,register,1,968,381
2966394,search_other,2,18372,18
2966386,register,1,633,3
2966262,mypage_index,2,1677,29
2965568,detail,2,844,166
2965566,detail,4,10794,268
2965507,detail,2,12918,81
2970071,else,2,9554,3033
2998002,search_hello,2,3280,520181
3001305,detail,9,47271,528
2999891,mypage_index,1,0,107
2997702,edit_scout,3,3187,231
2996434,detail,5,24481,311
2996085,search_user,6,13502,755
2986291,mypage_index,1,853,103
2985055,detail,4,15063,224
2981037,search_multi,2,1675,122
2979519,detail,6,15403,118
2978894,mypage_index,8,2980,233
2978417,register,1,823,14
2978041,register,2,496,163
